"","","今回のお支払日","2026/07/10"
"","","今回のお支払金額合計(￥)","1622240"
"",""," うち国内ご利用金額合計(￥)","1622240"
"",""," うち海外ご利用金額合計(￥)","0"
"【ご利用明細】"
"ご利用者","カテゴリ","ご利用日","ご利用先など","ご利用金額(￥)","支払区分","今回回数","訂正サイン","お支払い金額(￥)","国内／海外","摘要","備考"
"dummy_30s_male_10","≪ショッピング取組（国内）≫","2026/06/13","ニトリ","9800","1回","","","9800","国内","","DUMMY-30M10-005"
"dummy_30s_male_10","≪ショッピング取組（国内）≫","2026/06/15","スポーツデポ","2300","1回","","","2300","国内","","DUMMY-30M10-006"
"dummy_30s_male_10","≪ショッピング取組（国内）≫","2026/06/19","イトーヨーカドー","3200","1回","","","3200","国内","","DUMMY-30M10-022"
"dummy_30s_female_01","≪ショッピング取組（国内）≫","2026/06/26","イオン","4200","1回","","","4200","国内","","DUMMY-30F01-011"
"dummy_30s_female_01","≪ショッピング取組（国内）≫","2026/06/28","スターバックス","980","1回","","","980","国内","","DUMMY-30F01-012"
"dummy_30s_female_01","≪ショッピング取組（国内）≫","2026/06/02","西松屋","4200","1回","","","4200","国内","","DUMMY-30F01-013"
"dummy_30s_female_01","≪ショッピング取組（国内）≫","2026/06/04","ツルハドラッグ","4600","1回","","","4600","国内","","DUMMY-30F01-014"
"dummy_30s_female_01","≪ショッピング取組（国内）≫","2026/06/06","アカチャンホンポ","3200","1回","","","3200","国内","","DUMMY-30F01-015"
"dummy_30s_female_02","≪ショッピング取組（国内）≫","2026/06/27","イオン","4200","1回","","","4200","国内","","DUMMY-30F02-010"
"dummy_30s_female_02","≪ショッピング取組（国内）≫","2026/06/01","スターバックス","980","1回","","","980","国内","","DUMMY-30F02-011"
"dummy_30s_female_02","≪ショッピング取組（国内）≫","2026/06/03","西松屋","4200","1回","","","4200","国内","","DUMMY-30F02-012"
"dummy_30s_female_02","≪ショッピング取組（国内）≫","2026/06/05","ツルハドラッグ","4600","1回","","","4600","国内","","DUMMY-30F02-013"
"dummy_30s_female_02","≪ショッピング取組（国内）≫","2026/06/07","アカチャンホンポ","3200","1回","","","3200","国内","","DUMMY-30F02-014"
"dummy_30s_female_02","≪ショッピング取組（国内）≫","2026/06/11","イオン","4200","1回","","","4200","国内","","DUMMY-30F02-030"
"dummy_30s_female_03","≪ショッピング取組（国内）≫","2026/06/28","イオン","4200","1回","","","4200","国内","","DUMMY-30F03-009"
"dummy_30s_female_03","≪ショッピング取組（国内）≫","2026/06/02","スターバックス","980","1回","","","980","国内","","DUMMY-30F03-010"
"dummy_30s_female_03","≪ショッピング取組（国内）≫","2026/06/04","西松屋","4200","1回","","","4200","国内","","DUMMY-30F03-011"
"dummy_30s_female_03","≪ショッピング取組（国内）≫","2026/06/06","ツルハドラッグ","4600","1回","","","4600","国内","","DUMMY-30F03-012"
"dummy_30s_female_03","≪ショッピング取組（国内）≫","2026/06/08","アカチャンホンポ","3200","1回","","","3200","国内","","DUMMY-30F03-013"
"dummy_30s_female_04","≪ショッピング取組（国内）≫","2026/06/01","イオン","4200","1回","","","4200","国内","","DUMMY-30F04-008"
"dummy_30s_female_04","≪ショッピング取組（国内）≫","2026/06/03","スターバックス","980","1回","","","980","国内","","DUMMY-30F04-009"
"dummy_30s_female_04","≪ショッピング取組（国内）≫","2026/06/05","西松屋","4200","1回","","","4200","国内","","DUMMY-30F04-010"
"dummy_30s_female_04","≪ショッピング取組（国内）≫","2026/06/07","ツルハドラッグ","4600","1回","","","4600","国内","","DUMMY-30F04-011"
"dummy_30s_female_04","≪ショッピング取組（国内）≫","2026/06/09","アカチャンホンポ","3200","1回","","","3200","国内","","DUMMY-30F04-012"
"dummy_30s_female_04","≪ショッピング取組（国内）≫","2026/06/13","イオン","4200","1回","","","4200","国内","","DUMMY-30F04-028"
"dummy_30s_female_04","≪ショッピング取組（国内）≫","2026/06/15","スターバックス","980","1回","","","980","国内","","DUMMY-30F04-029"
"dummy_30s_female_05","≪ショッピング取組（国内）≫","2026/06/02","イオン","4200","1回","","","4200","国内","","DUMMY-30F05-007"
"dummy_30s_female_05","≪ショッピング取組（国内）≫","2026/06/04","スターバックス","980","1回","","","980","国内","","DUMMY-30F05-008"
"dummy_30s_female_05","≪ショッピング取組（国内）≫","2026/06/06","西松屋","4200","1回","","","4200","国内","","DUMMY-30F05-009"
"dummy_30s_female_05","≪ショッピング取組（国内）≫","2026/06/08","ツルハドラッグ","4600","1回","","","4600","国内","","DUMMY-30F05-010"
"dummy_30s_female_05","≪ショッピング取組（国内）≫","2026/06/10","アカチャンホンポ","3200","1回","","","3200","国内","","DUMMY-30F05-011"
"dummy_30s_female_06","≪ショッピング取組（国内）≫","2026/06/03","イオン","4200","1回","","","4200","国内","","DUMMY-30F06-006"
"dummy_30s_female_06","≪ショッピング取組（国内）≫","2026/06/05","スターバックス","980","1回","","","980","国内","","DUMMY-30F06-007"
"dummy_30s_female_06","≪ショッピング取組（国内）≫","2026/06/07","西松屋","4200","1回","","","4200","国内","","DUMMY-30F06-008"
"dummy_30s_female_06","≪ショッピング取組（国内）≫","2026/06/09","ツルハドラッグ","4600","1回","","","4600","国内","","DUMMY-30F06-009"
"dummy_30s_female_06","≪ショッピング取組（国内）≫","2026/06/11","アカチャンホンポ","3200","1回","","","3200","国内","","DUMMY-30F06-010"
"dummy_30s_female_06","≪ショッピング取組（国内）≫","2026/06/15","イオン","4200","1回","","","4200","国内","","DUMMY-30F06-026"
"dummy_30s_female_06","≪ショッピング取組（国内）≫","2026/06/17","スターバックス","980","1回","","","980","国内","","DUMMY-30F06-027"
"dummy_30s_female_06","≪ショッピング取組（国内）≫","2026/06/19","西松屋","4200","1回","","","4200","国内","","DUMMY-30F06-028"
"dummy_30s_female_07","≪ショッピング取組（国内）≫","2026/06/04","イオン","4200","1回","","","4200","国内","","DUMMY-30F07-005"
"dummy_30s_female_07","≪ショッピング取組（国内）≫","2026/06/06","スターバックス","980","1回","","","980","国内","","DUMMY-30F07-006"
"dummy_30s_female_07","≪ショッピング取組（国内）≫","2026/06/08","西松屋","4200","1回","","","4200","国内","","DUMMY-30F07-007"
"dummy_30s_female_07","≪ショッピング取組（国内）≫","2026/06/10","ツルハドラッグ","4600","1回","","","4600","国内","","DUMMY-30F07-008"
"dummy_30s_female_07","≪ショッピング取組（国内）≫","2026/06/12","アカチャンホンポ","3200","1回","","","3200","国内","","DUMMY-30F07-009"
"dummy_30s_female_08","≪ショッピング取組（国内）≫","2026/06/05","イオン","4200","1回","","","4200","国内","","DUMMY-30F08-004"
"dummy_30s_female_08","≪ショッピング取組（国内）≫","2026/06/07","スターバックス","980","1回","","","980","国内","","DUMMY-30F08-005"
"dummy_30s_female_08","≪ショッピング取組（国内）≫","2026/06/09","西松屋","4200","1回","","","4200","国内","","DUMMY-30F08-006"
"dummy_30s_female_08","≪ショッピング取組（国内）≫","2026/06/11","ツルハドラッグ","4600","1回","","","4600","国内","","DUMMY-30F08-007"
"dummy_30s_female_08","≪ショッピング取組（国内）≫","2026/06/13","アカチャンホンポ","3200","1回","","","3200","国内","","DUMMY-30F08-008"
"dummy_30s_female_08","≪ショッピング取組（国内）≫","2026/06/17","イオン","4200","1回","","","4200","国内","","DUMMY-30F08-024"
"dummy_30s_female_08","≪ショッピング取組（国内）≫","2026/06/19","スターバックス","980","1回","","","980","国内","","DUMMY-30F08-025"
"dummy_30s_female_08","≪ショッピング取組（国内）≫","2026/06/21","西松屋","4200","1回","","","4200","国内","","DUMMY-30F08-026"
"dummy_30s_female_08","≪ショッピング取組（国内）≫","2026/06/23","ツルハドラッグ","4600","1回","","","4600","国内","","DUMMY-30F08-027"
"dummy_30s_female_09","≪ショッピング取組（国内）≫","2026/06/06","イオン","4200","1回","","","4200","国内","","DUMMY-30F09-003"
"dummy_30s_female_09","≪ショッピング取組（国内）≫","2026/06/08","スターバックス","980","1回","","","980","国内","","DUMMY-30F09-004"
"dummy_30s_female_09","≪ショッピング取組（国内）≫","2026/06/10","西松屋","4200","1回","","","4200","国内","","DUMMY-30F09-005"
"dummy_30s_female_09","≪ショッピング取組（国内）≫","2026/06/12","ツルハドラッグ","4600","1回","","","4600","国内","","DUMMY-30F09-006"
"dummy_30s_female_09","≪ショッピング取組（国内）≫","2026/06/14","アカチャンホンポ","3200","1回","","","3200","国内","","DUMMY-30F09-007"
"dummy_30s_female_10","≪ショッピング取組（国内）≫","2026/06/07","イオン","4200","1回","","","4200","国内","","DUMMY-30F10-002"
"dummy_30s_female_10","≪ショッピング取組（国内）≫","2026/06/09","スターバックス","980","1回","","","980","国内","","DUMMY-30F10-003"
"dummy_30s_female_10","≪ショッピング取組（国内）≫","2026/06/11","西松屋","4200","1回","","","4200","国内","","DUMMY-30F10-004"
"dummy_30s_female_10","≪ショッピング取組（国内）≫","2026/06/13","ツルハドラッグ","4600","1回","","","4600","国内","","DUMMY-30F10-005"
"dummy_30s_female_10","≪ショッピング取組（国内）≫","2026/06/15","アカチャンホンポ","3200","1回","","","3200","国内","","DUMMY-30F10-006"
"dummy_30s_female_10","≪ショッピング取組（国内）≫","2026/06/19","イオン","4200","1回","","","4200","国内","","DUMMY-30F10-022"
"dummy_30s_female_10","≪ショッピング取組（国内）≫","2026/06/21","スターバックス","980","1回","","","980","国内","","DUMMY-30F10-023"
"dummy_30s_female_10","≪ショッピング取組（国内）≫","2026/06/23","西松屋","4200","1回","","","4200","国内","","DUMMY-30F10-024"
"dummy_30s_female_10","≪ショッピング取組（国内）≫","2026/06/25","ツルハドラッグ","4600","1回","","","4600","国内","","DUMMY-30F10-025"
"dummy_30s_female_10","≪ショッピング取組（国内）≫","2026/06/27","アカチャンホンポ","3200","1回","","","3200","国内","","DUMMY-30F10-026"
"dummy_40s_male_01","≪ショッピング取組（国内）≫","2026/06/26","ライフ","5200","1回","","","5200","国内","","DUMMY-40M01-011"
"dummy_40s_male_01","≪ショッピング取組（国内）≫","2026/06/28","ENEOS","4300","1回","","","4300","国内","","DUMMY-40M01-012"
"dummy_40s_male_01","≪ショッピング取組（国内）≫","2026/06/02","丸亀製麺","3600","1回","","","3600","国内","","DUMMY-40M01-013"
"dummy_40s_male_01","≪ショッピング取組（国内）≫","2026/06/04","ABCマート","12800","1回","","","12800","国内","","DUMMY-40M01-014"
"dummy_40s_male_01","≪ショッピング取組（国内）≫","2026/06/06","ヨドバシカメラ","7800","1回","","","7800","国内","","DUMMY-40M01-015"
"dummy_40s_male_02","≪ショッピング取組（国内）≫","2026/06/27","ライフ","5200","1回","","","5200","国内","","DUMMY-40M02-010"
"dummy_40s_male_02","≪ショッピング取組（国内）≫","2026/06/01","ENEOS","4300","1回","","","4300","国内","","DUMMY-40M02-011"
"dummy_40s_male_02","≪ショッピング取組（国内）≫","2026/06/03","丸亀製麺","3600","1回","","","3600","国内","","DUMMY-40M02-012"
"dummy_40s_male_02","≪ショッピング取組（国内）≫","2026/06/05","ABCマート","12800","1回","","","12800","国内","","DUMMY-40M02-013"
"dummy_40s_male_02","≪ショッピング取組（国内）≫","2026/06/07","ヨドバシカメラ","7800","1回","","","7800","国内","","DUMMY-40M02-014"
"dummy_40s_male_03","≪ショッピング取組（国内）≫","2026/06/28","ライフ","5200","1回","","","5200","国内","","DUMMY-40M03-009"
"dummy_40s_male_03","≪ショッピング取組（国内）≫","2026/06/02","ENEOS","4300","1回","","","4300","国内","","DUMMY-40M03-010"
"dummy_40s_male_03","≪ショッピング取組（国内）≫","2026/06/04","丸亀製麺","3600","1回","","","3600","国内","","DUMMY-40M03-011"
"dummy_40s_male_03","≪ショッピング取組（国内）≫","2026/06/06","ABCマート","12800","1回","","","12800","国内","","DUMMY-40M03-012"
"dummy_40s_male_03","≪ショッピング取組（国内）≫","2026/06/08","ヨドバシカメラ","7800","1回","","","7800","国内","","DUMMY-40M03-013"
"dummy_40s_male_03","≪ショッピング取組（国内）≫","2026/06/12","ライフ","5200","1回","","","5200","国内","","DUMMY-40M03-029"
"dummy_40s_male_03","≪ショッピング取組（国内）≫","2026/06/14","ENEOS","4300","1回","","","4300","国内","","DUMMY-40M03-030"
"dummy_40s_male_03","≪ショッピング取組（国内）≫","2026/06/16","丸亀製麺","3600","1回","","","3600","国内","","DUMMY-40M03-031"
"dummy_40s_male_03","≪ショッピング取組（国内）≫","2026/06/18","ABCマート","12800","1回","","","12800","国内","","DUMMY-40M03-032"
"dummy_40s_male_04","≪ショッピング取組（国内）≫","2026/06/01","ライフ","5200","1回","","","5200","国内","","DUMMY-40M04-008"
"dummy_40s_male_04","≪ショッピング取組（国内）≫","2026/06/03","ENEOS","4300","1回","","","4300","国内","","DUMMY-40M04-009"
"dummy_40s_male_04","≪ショッピング取組（国内）≫","2026/06/05","丸亀製麺","3600","1回","","","3600","国内","","DUMMY-40M04-010"
"dummy_40s_male_04","≪ショッピング取組（国内）≫","2026/06/07","ABCマート","12800","1回","","","12800","国内","","DUMMY-40M04-011"
"dummy_40s_male_04","≪ショッピング取組（国内）≫","2026/06/09","ヨドバシカメラ","7800","1回","","","7800","国内","","DUMMY-40M04-012"
"dummy_40s_male_05","≪ショッピング取組（国内）≫","2026/06/02","ライフ","5200","1回","","","5200","国内","","DUMMY-40M05-007"
"dummy_40s_male_05","≪ショッピング取組（国内）≫","2026/06/04","ENEOS","4300","1回","","","4300","国内","","DUMMY-40M05-008"
"dummy_40s_male_05","≪ショッピング取組（国内）≫","2026/06/06","丸亀製麺","3600","1回","","","3600","国内","","DUMMY-40M05-009"
"dummy_40s_male_05","≪ショッピング取組（国内）≫","2026/06/08","ABCマート","12800","1回","","","12800","国内","","DUMMY-40M05-010"
"dummy_40s_male_05","≪ショッピング取組（国内）≫","2026/06/10","ヨドバシカメラ","7800","1回","","","7800","国内","","DUMMY-40M05-011"
"dummy_40s_male_05","≪ショッピング取組（国内）≫","2026/06/14","ライフ","5200","1回","","","5200","国内","","DUMMY-40M05-027"
"dummy_40s_male_05","≪ショッピング取組（国内）≫","2026/06/16","ENEOS","4300","1回","","","4300","国内","","DUMMY-40M05-028"
"dummy_40s_male_05","≪ショッピング取組（国内）≫","2026/06/18","丸亀製麺","3600","1回","","","3600","国内","","DUMMY-40M05-029"
"dummy_40s_male_05","≪ショッピング取組（国内）≫","2026/06/20","ABCマート","12800","1回","","","12800","国内","","DUMMY-40M05-030"
"dummy_40s_male_05","≪ショッピング取組（国内）≫","2026/06/22","ヨドバシカメラ","7800","1回","","","7800","国内","","DUMMY-40M05-031"
"dummy_40s_male_06","≪ショッピング取組（国内）≫","2026/06/03","ライフ","5200","1回","","","5200","国内","","DUMMY-40M06-006"
"dummy_40s_male_06","≪ショッピング取組（国内）≫","2026/06/05","ENEOS","4300","1回","","","4300","国内","","DUMMY-40M06-007"
"dummy_40s_male_06","≪ショッピング取組（国内）≫","2026/06/07","丸亀製麺","3600","1回","","","3600","国内","","DUMMY-40M06-008"
"dummy_40s_male_06","≪ショッピング取組（国内）≫","2026/06/09","ABCマート","12800","1回","","","12800","国内","","DUMMY-40M06-009"
"dummy_40s_male_06","≪ショッピング取組（国内）≫","2026/06/11","ヨドバシカメラ","7800","1回","","","7800","国内","","DUMMY-40M06-010"
"dummy_40s_male_07","≪ショッピング取組（国内）≫","2026/06/04","ライフ","5200","1回","","","5200","国内","","DUMMY-40M07-005"
"dummy_40s_male_07","≪ショッピング取組（国内）≫","2026/06/06","ENEOS","4300","1回","","","4300","国内","","DUMMY-40M07-006"
"dummy_40s_male_07","≪ショッピング取組（国内）≫","2026/06/08","丸亀製麺","3600","1回","","","3600","国内","","DUMMY-40M07-007"
"dummy_40s_male_07","≪ショッピング取組（国内）≫","2026/06/10","ABCマート","12800","1回","","","12800","国内","","DUMMY-40M07-008"
"dummy_40s_male_07","≪ショッピング取組（国内）≫","2026/06/12","ヨドバシカメラ","7800","1回","","","7800","国内","","DUMMY-40M07-009"
"dummy_40s_male_07","≪ショッピング取組（国内）≫","2026/06/16","ライフ","5200","1回","","","5200","国内","","DUMMY-40M07-025"
"dummy_40s_male_07","≪ショッピング取組（国内）≫","2026/06/18","ENEOS","4300","1回","","","4300","国内","","DUMMY-40M07-026"
"dummy_40s_male_07","≪ショッピング取組（国内）≫","2026/06/20","丸亀製麺","3600","1回","","","3600","国内","","DUMMY-40M07-027"
"dummy_40s_male_07","≪ショッピング取組（国内）≫","2026/06/22","ABCマート","12800","1回","","","12800","国内","","DUMMY-40M07-028"
"dummy_40s_male_07","≪ショッピング取組（国内）≫","2026/06/24","ヨドバシカメラ","7800","1回","","","7800","国内","","DUMMY-40M07-029"
"dummy_40s_male_08","≪ショッピング取組（国内）≫","2026/06/05","ライフ","5200","1回","","","5200","国内","","DUMMY-40M08-004"
"dummy_40s_male_08","≪ショッピング取組（国内）≫","2026/06/07","ENEOS","4300","1回","","","4300","国内","","DUMMY-40M08-005"
"dummy_40s_male_08","≪ショッピング取組（国内）≫","2026/06/09","丸亀製麺","3600","1回","","","3600","国内","","DUMMY-40M08-006"
"dummy_40s_male_08","≪ショッピング取組（国内）≫","2026/06/11","ABCマート","12800","1回","","","12800","国内","","DUMMY-40M08-007"
"dummy_40s_male_08","≪ショッピング取組（国内）≫","2026/06/13","ヨドバシカメラ","7800","1回","","","7800","国内","","DUMMY-40M08-008"
"dummy_40s_male_09","≪ショッピング取組（国内）≫","2026/06/06","ライフ","5200","1回","","","5200","国内","","DUMMY-40M09-003"
"dummy_40s_male_09","≪ショッピング取組（国内）≫","2026/06/08","ENEOS","4300","1回","","","4300","国内","","DUMMY-40M09-004"
"dummy_40s_male_09","≪ショッピング取組（国内）≫","2026/06/10","丸亀製麺","3600","1回","","","3600","国内","","DUMMY-40M09-005"
"dummy_40s_male_09","≪ショッピング取組（国内）≫","2026/06/12","ABCマート","12800","1回","","","12800","国内","","DUMMY-40M09-006"
"dummy_40s_male_09","≪ショッピング取組（国内）≫","2026/06/14","ヨドバシカメラ","7800","1回","","","7800","国内","","DUMMY-40M09-007"
"dummy_40s_male_09","≪ショッピング取組（国内）≫","2026/06/18","ライフ","5200","1回","","","5200","国内","","DUMMY-40M09-023"
"dummy_40s_male_09","≪ショッピング取組（国内）≫","2026/06/20","ENEOS","4300","1回","","","4300","国内","","DUMMY-40M09-024"
"dummy_40s_male_09","≪ショッピング取組（国内）≫","2026/06/22","丸亀製麺","3600","1回","","","3600","国内","","DUMMY-40M09-025"
"dummy_40s_male_09","≪ショッピング取組（国内）≫","2026/06/24","ABCマート","12800","1回","","","12800","国内","","DUMMY-40M09-026"
"dummy_40s_male_09","≪ショッピング取組（国内）≫","2026/06/26","ヨドバシカメラ","7800","1回","","","7800","国内","","DUMMY-40M09-027"
"dummy_40s_male_10","≪ショッピング取組（国内）≫","2026/06/07","ライフ","5200","1回","","","5200","国内","","DUMMY-40M10-002"
"dummy_40s_male_10","≪ショッピング取組（国内）≫","2026/06/09","ENEOS","4300","1回","","","4300","国内","","DUMMY-40M10-003"
"dummy_40s_male_10","≪ショッピング取組（国内）≫","2026/06/11","丸亀製麺","3600","1回","","","3600","国内","","DUMMY-40M10-004"
"dummy_40s_male_10","≪ショッピング取組（国内）≫","2026/06/13","ABCマート","12800","1回","","","12800","国内","","DUMMY-40M10-005"
"dummy_40s_male_10","≪ショッピング取組（国内）≫","2026/06/15","ヨドバシカメラ","7800","1回","","","7800","国内","","DUMMY-40M10-006"
"dummy_40s_female_01","≪ショッピング取組（国内）≫","2026/06/26","イオン","5200","1回","","","5200","国内","","DUMMY-40F01-011"
"dummy_40s_female_01","≪ショッピング取組（国内）≫","2026/06/28","スギ薬局","3500","1回","","","3500","国内","","DUMMY-40F01-012"
"dummy_40s_female_01","≪ショッピング取組（国内）≫","2026/06/02","無印良品","6200","1回","","","6200","国内","","DUMMY-40F01-013"
"dummy_40s_female_01","≪ショッピング取組（国内）≫","2026/06/04","アットコスメ","9600","1回","","","9600","国内","","DUMMY-40F01-014"
"dummy_40s_female_01","≪ショッピング取組（国内）≫","2026/06/06","しまむら","3900","1回","","","3900","国内","","DUMMY-40F01-015"
"dummy_40s_female_02","≪ショッピング取組（国内）≫","2026/06/27","イオン","5200","1回","","","5200","国内","","DUMMY-40F02-010"
"dummy_40s_female_02","≪ショッピング取組（国内）≫","2026/06/01","スギ薬局","3500","1回","","","3500","国内","","DUMMY-40F02-011"
"dummy_40s_female_02","≪ショッピング取組（国内）≫","2026/06/03","無印良品","6200","1回","","","6200","国内","","DUMMY-40F02-012"
"dummy_40s_female_02","≪ショッピング取組（国内）≫","2026/06/05","アットコスメ","9600","1回","","","9600","国内","","DUMMY-40F02-013"
"dummy_40s_female_02","≪ショッピング取組（国内）≫","2026/06/07","しまむら","3900","1回","","","3900","国内","","DUMMY-40F02-014"
"dummy_40s_female_03","≪ショッピング取組（国内）≫","2026/06/28","イオン","5200","1回","","","5200","国内","","DUMMY-40F03-009"
"dummy_40s_female_03","≪ショッピング取組（国内）≫","2026/06/02","スギ薬局","3500","1回","","","3500","国内","","DUMMY-40F03-010"
"dummy_40s_female_03","≪ショッピング取組（国内）≫","2026/06/04","無印良品","6200","1回","","","6200","国内","","DUMMY-40F03-011"
"dummy_40s_female_03","≪ショッピング取組（国内）≫","2026/06/06","アットコスメ","9600","1回","","","9600","国内","","DUMMY-40F03-012"
"dummy_40s_female_03","≪ショッピング取組（国内）≫","2026/06/08","しまむら","3900","1回","","","3900","国内","","DUMMY-40F03-013"
"dummy_40s_female_04","≪ショッピング取組（国内）≫","2026/06/01","イオン","5200","1回","","","5200","国内","","DUMMY-40F04-008"
"dummy_40s_female_04","≪ショッピング取組（国内）≫","2026/06/03","スギ薬局","3500","1回","","","3500","国内","","DUMMY-40F04-009"
"dummy_40s_female_04","≪ショッピング取組（国内）≫","2026/06/05","無印良品","6200","1回","","","6200","国内","","DUMMY-40F04-010"
"dummy_40s_female_04","≪ショッピング取組（国内）≫","2026/06/07","アットコスメ","9600","1回","","","9600","国内","","DUMMY-40F04-011"
"dummy_40s_female_04","≪ショッピング取組（国内）≫","2026/06/09","しまむら","3900","1回","","","3900","国内","","DUMMY-40F04-012"
"dummy_40s_female_05","≪ショッピング取組（国内）≫","2026/06/02","イオン","5200","1回","","","5200","国内","","DUMMY-40F05-007"
"dummy_40s_female_05","≪ショッピング取組（国内）≫","2026/06/04","スギ薬局","3500","1回","","","3500","国内","","DUMMY-40F05-008"
"dummy_40s_female_05","≪ショッピング取組（国内）≫","2026/06/06","無印良品","6200","1回","","","6200","国内","","DUMMY-40F05-009"
"dummy_40s_female_05","≪ショッピング取組（国内）≫","2026/06/08","アットコスメ","9600","1回","","","9600","国内","","DUMMY-40F05-010"
"dummy_40s_female_05","≪ショッピング取組（国内）≫","2026/06/10","しまむら","3900","1回","","","3900","国内","","DUMMY-40F05-011"
"dummy_40s_female_06","≪ショッピング取組（国内）≫","2026/06/03","イオン","5200","1回","","","5200","国内","","DUMMY-40F06-006"
"dummy_40s_female_06","≪ショッピング取組（国内）≫","2026/06/05","スギ薬局","3500","1回","","","3500","国内","","DUMMY-40F06-007"
"dummy_40s_female_06","≪ショッピング取組（国内）≫","2026/06/07","無印良品","6200","1回","","","6200","国内","","DUMMY-40F06-008"
"dummy_40s_female_06","≪ショッピング取組（国内）≫","2026/06/09","アットコスメ","9600","1回","","","9600","国内","","DUMMY-40F06-009"
"dummy_40s_female_06","≪ショッピング取組（国内）≫","2026/06/11","しまむら","3900","1回","","","3900","国内","","DUMMY-40F06-010"
"dummy_40s_female_07","≪ショッピング取組（国内）≫","2026/06/04","イオン","5200","1回","","","5200","国内","","DUMMY-40F07-005"
"dummy_40s_female_07","≪ショッピング取組（国内）≫","2026/06/06","スギ薬局","3500","1回","","","3500","国内","","DUMMY-40F07-006"
"dummy_40s_female_07","≪ショッピング取組（国内）≫","2026/06/08","無印良品","6200","1回","","","6200","国内","","DUMMY-40F07-007"
"dummy_40s_female_07","≪ショッピング取組（国内）≫","2026/06/10","アットコスメ","9600","1回","","","9600","国内","","DUMMY-40F07-008"
"dummy_40s_female_07","≪ショッピング取組（国内）≫","2026/06/12","しまむら","3900","1回","","","3900","国内","","DUMMY-40F07-009"
"dummy_40s_female_07","≪ショッピング取組（国内）≫","2026/06/16","イオン","5200","1回","","","5200","国内","","DUMMY-40F07-025"
"dummy_40s_female_08","≪ショッピング取組（国内）≫","2026/06/05","イオン","5200","1回","","","5200","国内","","DUMMY-40F08-004"
"dummy_40s_female_08","≪ショッピング取組（国内）≫","2026/06/07","スギ薬局","3500","1回","","","3500","国内","","DUMMY-40F08-005"
"dummy_40s_female_08","≪ショッピング取組（国内）≫","2026/06/09","無印良品","6200","1回","","","6200","国内","","DUMMY-40F08-006"
"dummy_40s_female_08","≪ショッピング取組（国内）≫","2026/06/11","アットコスメ","9600","1回","","","9600","国内","","DUMMY-40F08-007"
"dummy_40s_female_08","≪ショッピング取組（国内）≫","2026/06/13","しまむら","3900","1回","","","3900","国内","","DUMMY-40F08-008"
"dummy_40s_female_08","≪ショッピング取組（国内）≫","2026/06/17","イオン","5200","1回","","","5200","国内","","DUMMY-40F08-024"
"dummy_40s_female_08","≪ショッピング取組（国内）≫","2026/06/19","スギ薬局","3500","1回","","","3500","国内","","DUMMY-40F08-025"
"dummy_40s_female_08","≪ショッピング取組（国内）≫","2026/06/21","無印良品","6200","1回","","","6200","国内","","DUMMY-40F08-026"
"dummy_40s_female_08","≪ショッピング取組（国内）≫","2026/06/23","アットコスメ","9600","1回","","","9600","国内","","DUMMY-40F08-027"
"dummy_40s_female_08","≪ショッピング取組（国内）≫","2026/06/25","しまむら","3900","1回","","","3900","国内","","DUMMY-40F08-028"
"dummy_40s_female_09","≪ショッピング取組（国内）≫","2026/06/06","イオン","5200","1回","","","5200","国内","","DUMMY-40F09-003"
"dummy_40s_female_09","≪ショッピング取組（国内）≫","2026/06/08","スギ薬局","3500","1回","","","3500","国内","","DUMMY-40F09-004"
"dummy_40s_female_09","≪ショッピング取組（国内）≫","2026/06/10","無印良品","6200","1回","","","6200","国内","","DUMMY-40F09-005"
"dummy_40s_female_09","≪ショッピング取組（国内）≫","2026/06/12","アットコスメ","9600","1回","","","9600","国内","","DUMMY-40F09-006"
"dummy_40s_female_09","≪ショッピング取組（国内）≫","2026/06/14","しまむら","3900","1回","","","3900","国内","","DUMMY-40F09-007"
"dummy_40s_female_09","≪ショッピング取組（国内）≫","2026/06/18","イオン","5200","1回","","","5200","国内","","DUMMY-40F09-023"
"dummy_40s_female_09","≪ショッピング取組（国内）≫","2026/06/20","スギ薬局","3500","1回","","","3500","国内","","DUMMY-40F09-024"
"dummy_40s_female_10","≪ショッピング取組（国内）≫","2026/06/07","イオン","5200","1回","","","5200","国内","","DUMMY-40F10-002"
"dummy_40s_female_10","≪ショッピング取組（国内）≫","2026/06/09","スギ薬局","3500","1回","","","3500","国内","","DUMMY-40F10-003"
"dummy_40s_female_10","≪ショッピング取組（国内）≫","2026/06/11","無印良品","6200","1回","","","6200","国内","","DUMMY-40F10-004"
"dummy_40s_female_10","≪ショッピング取組（国内）≫","2026/06/13","アットコスメ","9600","1回","","","9600","国内","","DUMMY-40F10-005"
"dummy_40s_female_10","≪ショッピング取組（国内）≫","2026/06/15","しまむら","3900","1回","","","3900","国内","","DUMMY-40F10-006"
"dummy_40s_female_10","≪ショッピング取組（国内）≫","2026/06/19","イオン","5200","1回","","","5200","国内","","DUMMY-40F10-022"
"dummy_40s_female_10","≪ショッピング取組（国内）≫","2026/06/21","スギ薬局","3500","1回","","","3500","国内","","DUMMY-40F10-023"
"dummy_40s_female_10","≪ショッピング取組（国内）≫","2026/06/23","無印良品","6200","1回","","","6200","国内","","DUMMY-40F10-024"
"dummy_40s_female_10","≪ショッピング取組（国内）≫","2026/06/25","アットコスメ","9600","1回","","","9600","国内","","DUMMY-40F10-025"
