"取引日","出金金額（円）","入金金額（円）","海外出金金額","通貨","変換レート（円）","利用国","取引内容","取引先","取引方法","支払い区分","利用者","取引番号"
"2026/06/18","4200","","","","","日本","支払い","アットコスメ","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-001"
"2026/06/20","6800","","","","","日本","支払い","美容室サンプル","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-002"
"2026/06/22","3400","","","","","日本","支払い","紀伊國屋書店","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-003"
"2026/06/24","1460","","","","","日本","支払い","成城石井","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-004"
"2026/06/26","4200","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-005"
"2026/06/28","1260","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-006"
"2026/06/18","1280","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-015"
"2026/06/20","760","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-016"
"2026/06/22","960","","","","","日本","支払い","ローソン","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-017"
"2026/06/24","1650","","","","","日本","支払い","カフェベローチェ","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-018"
"2026/06/26","1580","","","","","日本","支払い","ロフト","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-019"
"2026/06/28","3980","","","","","日本","支払い","GU","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-020"
"2026/06/02","4200","","","","","日本","支払い","アットコスメ","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-021"
"2026/06/04","4200","","","","","日本","支払い","美容室サンプル","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-022"
"2026/06/06","2100","","","","","日本","支払い","紀伊國屋書店","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-023"
"2026/06/08","1460","","","","","日本","支払い","成城石井","PayPay残高","通常","dummy_20s_female_05","PP-DUMMY-20F05-024"
"2026/06/21","6800","","","","","日本","支払い","美容室サンプル","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-001"
"2026/06/23","3400","","","","","日本","支払い","紀伊國屋書店","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-002"
"2026/06/25","1460","","","","","日本","支払い","成城石井","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-003"
"2026/06/27","4200","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-004"
"2026/06/01","1260","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-005"
"2026/06/19","1280","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-014"
"2026/06/21","760","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-015"
"2026/06/23","960","","","","","日本","支払い","ローソン","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-016"
"2026/06/25","1650","","","","","日本","支払い","カフェベローチェ","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-017"
"2026/06/27","1580","","","","","日本","支払い","ロフト","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-018"
"2026/06/01","3980","","","","","日本","支払い","GU","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-019"
"2026/06/03","4200","","","","","日本","支払い","アットコスメ","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-020"
"2026/06/05","4200","","","","","日本","支払い","美容室サンプル","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-021"
"2026/06/07","2100","","","","","日本","支払い","紀伊國屋書店","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-022"
"2026/06/09","1460","","","","","日本","支払い","成城石井","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-023"
"2026/06/11","4200","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-024"
"2026/06/13","1260","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_06","PP-DUMMY-20F06-025"
"2026/06/24","3400","","","","","日本","支払い","紀伊國屋書店","PayPay残高","通常","dummy_20s_female_07","PP-DUMMY-20F07-001"
"2026/06/26","1460","","","","","日本","支払い","成城石井","PayPay残高","通常","dummy_20s_female_07","PP-DUMMY-20F07-002"
"2026/06/28","4200","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_07","PP-DUMMY-20F07-003"
"2026/06/02","1260","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_07","PP-DUMMY-20F07-004"
"2026/06/20","1280","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_07","PP-DUMMY-20F07-013"
"2026/06/22","760","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_07","PP-DUMMY-20F07-014"
"2026/06/24","960","","","","","日本","支払い","ローソン","PayPay残高","通常","dummy_20s_female_07","PP-DUMMY-20F07-015"
"2026/06/26","1650","","","","","日本","支払い","カフェベローチェ","PayPay残高","通常","dummy_20s_female_07","PP-DUMMY-20F07-016"
"2026/06/28","1580","","","","","日本","支払い","ロフト","PayPay残高","通常","dummy_20s_female_07","PP-DUMMY-20F07-017"
"2026/06/02","3980","","","","","日本","支払い","GU","PayPay残高","通常","dummy_20s_female_07","PP-DUMMY-20F07-018"
"2026/06/04","4200","","","","","日本","支払い","アットコスメ","PayPay残高","通常","dummy_20s_female_07","PP-DUMMY-20F07-019"
"2026/06/06","4200","","","","","日本","支払い","美容室サンプル","PayPay残高","通常","dummy_20s_female_07","PP-DUMMY-20F07-020"
"2026/06/08","2100","","","","","日本","支払い","紀伊國屋書店","PayPay残高","通常","dummy_20s_female_07","PP-DUMMY-20F07-021"
"2026/06/10","1460","","","","","日本","支払い","成城石井","PayPay残高","通常","dummy_20s_female_07","PP-DUMMY-20F07-022"
"2026/06/12","4200","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_07","PP-DUMMY-20F07-023"
"2026/06/27","1460","","","","","日本","支払い","成城石井","PayPay残高","通常","dummy_20s_female_08","PP-DUMMY-20F08-001"
"2026/06/01","4200","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_08","PP-DUMMY-20F08-002"
"2026/06/03","1260","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_08","PP-DUMMY-20F08-003"
"2026/06/21","1280","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_08","PP-DUMMY-20F08-012"
"2026/06/23","760","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_08","PP-DUMMY-20F08-013"
"2026/06/25","960","","","","","日本","支払い","ローソン","PayPay残高","通常","dummy_20s_female_08","PP-DUMMY-20F08-014"
"2026/06/27","1650","","","","","日本","支払い","カフェベローチェ","PayPay残高","通常","dummy_20s_female_08","PP-DUMMY-20F08-015"
"2026/06/01","1580","","","","","日本","支払い","ロフト","PayPay残高","通常","dummy_20s_female_08","PP-DUMMY-20F08-016"
"2026/06/03","3980","","","","","日本","支払い","GU","PayPay残高","通常","dummy_20s_female_08","PP-DUMMY-20F08-017"
"2026/06/05","4200","","","","","日本","支払い","アットコスメ","PayPay残高","通常","dummy_20s_female_08","PP-DUMMY-20F08-018"
"2026/06/07","4200","","","","","日本","支払い","美容室サンプル","PayPay残高","通常","dummy_20s_female_08","PP-DUMMY-20F08-019"
"2026/06/09","2100","","","","","日本","支払い","紀伊國屋書店","PayPay残高","通常","dummy_20s_female_08","PP-DUMMY-20F08-020"
"2026/06/11","1460","","","","","日本","支払い","成城石井","PayPay残高","通常","dummy_20s_female_08","PP-DUMMY-20F08-021"
"2026/06/13","4200","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_08","PP-DUMMY-20F08-022"
"2026/06/15","1260","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_08","PP-DUMMY-20F08-023"
"2026/06/02","4200","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_09","PP-DUMMY-20F09-001"
"2026/06/04","1260","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_09","PP-DUMMY-20F09-002"
"2026/06/22","1280","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_09","PP-DUMMY-20F09-011"
"2026/06/24","760","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_09","PP-DUMMY-20F09-012"
"2026/06/26","960","","","","","日本","支払い","ローソン","PayPay残高","通常","dummy_20s_female_09","PP-DUMMY-20F09-013"
"2026/06/28","1650","","","","","日本","支払い","カフェベローチェ","PayPay残高","通常","dummy_20s_female_09","PP-DUMMY-20F09-014"
"2026/06/02","1580","","","","","日本","支払い","ロフト","PayPay残高","通常","dummy_20s_female_09","PP-DUMMY-20F09-015"
"2026/06/04","3980","","","","","日本","支払い","GU","PayPay残高","通常","dummy_20s_female_09","PP-DUMMY-20F09-016"
"2026/06/06","4200","","","","","日本","支払い","アットコスメ","PayPay残高","通常","dummy_20s_female_09","PP-DUMMY-20F09-017"
"2026/06/08","4200","","","","","日本","支払い","美容室サンプル","PayPay残高","通常","dummy_20s_female_09","PP-DUMMY-20F09-018"
"2026/06/10","2100","","","","","日本","支払い","紀伊國屋書店","PayPay残高","通常","dummy_20s_female_09","PP-DUMMY-20F09-019"
"2026/06/12","1460","","","","","日本","支払い","成城石井","PayPay残高","通常","dummy_20s_female_09","PP-DUMMY-20F09-020"
"2026/06/14","4200","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_09","PP-DUMMY-20F09-021"
"2026/06/16","1260","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_09","PP-DUMMY-20F09-022"
"2026/06/05","1260","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_10","PP-DUMMY-20F10-001"
"2026/06/23","1280","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_10","PP-DUMMY-20F10-010"
"2026/06/25","760","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_10","PP-DUMMY-20F10-011"
"2026/06/27","960","","","","","日本","支払い","ローソン","PayPay残高","通常","dummy_20s_female_10","PP-DUMMY-20F10-012"
"2026/06/01","1650","","","","","日本","支払い","カフェベローチェ","PayPay残高","通常","dummy_20s_female_10","PP-DUMMY-20F10-013"
"2026/06/03","1580","","","","","日本","支払い","ロフト","PayPay残高","通常","dummy_20s_female_10","PP-DUMMY-20F10-014"
"2026/06/05","3980","","","","","日本","支払い","GU","PayPay残高","通常","dummy_20s_female_10","PP-DUMMY-20F10-015"
"2026/06/07","4200","","","","","日本","支払い","アットコスメ","PayPay残高","通常","dummy_20s_female_10","PP-DUMMY-20F10-016"
"2026/06/09","4200","","","","","日本","支払い","美容室サンプル","PayPay残高","通常","dummy_20s_female_10","PP-DUMMY-20F10-017"
"2026/06/11","2100","","","","","日本","支払い","紀伊國屋書店","PayPay残高","通常","dummy_20s_female_10","PP-DUMMY-20F10-018"
"2026/06/13","1460","","","","","日本","支払い","成城石井","PayPay残高","通常","dummy_20s_female_10","PP-DUMMY-20F10-019"
"2026/06/15","4200","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_10","PP-DUMMY-20F10-020"
"2026/06/17","1260","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_10","PP-DUMMY-20F10-021"
"2026/06/06","5200","","","","","日本","支払い","イトーヨーカドー","PayPay残高","通常","dummy_30s_male_01","PP-DUMMY-30M01-001"
"2026/06/08","1460","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_30s_male_01","PP-DUMMY-30M01-002"
"2026/06/10","1200","","","","","日本","支払い","大戸屋","PayPay残高","通常","dummy_30s_male_01","PP-DUMMY-30M01-003"
"2026/06/12","4200","","","","","日本","支払い","ニトリ","PayPay残高","通常","dummy_30s_male_01","PP-DUMMY-30M01-004"
"2026/06/14","5600","","","","","日本","支払い","スポーツデポ","PayPay残高","通常","dummy_30s_male_01","PP-DUMMY-30M01-005"
"2026/06/16","19800","","","","","日本","支払い","ヨドバシカメラ","PayPay残高","通常","dummy_30s_male_01","PP-DUMMY-30M01-006"
"2026/06/18","1200","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_30s_male_01","PP-DUMMY-30M01-007"
"2026/06/20","5200","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_30s_male_01","PP-DUMMY-30M01-008"
"2026/06/22","6800","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_01","PP-DUMMY-30M01-009"
"2026/06/24","7600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_01","PP-DUMMY-30M01-010"
"2026/06/14","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_01","PP-DUMMY-30M01-019"
"2026/06/09","1460","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-001"
"2026/06/11","1200","","","","","日本","支払い","大戸屋","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-002"
"2026/06/13","4200","","","","","日本","支払い","ニトリ","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-003"
"2026/06/15","5600","","","","","日本","支払い","スポーツデポ","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-004"
"2026/06/17","19800","","","","","日本","支払い","ヨドバシカメラ","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-005"
"2026/06/19","1200","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-006"
"2026/06/21","5200","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-007"
"2026/06/23","6800","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-008"
"2026/06/25","7600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-009"
"2026/06/15","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-018"
"2026/06/17","3600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-019"
"2026/06/19","5200","","","","","日本","支払い","イトーヨーカドー","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-020"
"2026/06/21","1460","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-021"
"2026/06/23","1200","","","","","日本","支払い","大戸屋","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-022"
"2026/06/25","4200","","","","","日本","支払い","ニトリ","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-023"
"2026/06/27","5600","","","","","日本","支払い","スポーツデポ","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-024"
"2026/06/01","19800","","","","","日本","支払い","ヨドバシカメラ","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-025"
"2026/06/03","1200","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_30s_male_02","PP-DUMMY-30M02-026"
"2026/06/12","1200","","","","","日本","支払い","大戸屋","PayPay残高","通常","dummy_30s_male_03","PP-DUMMY-30M03-001"
"2026/06/14","4200","","","","","日本","支払い","ニトリ","PayPay残高","通常","dummy_30s_male_03","PP-DUMMY-30M03-002"
"2026/06/16","5600","","","","","日本","支払い","スポーツデポ","PayPay残高","通常","dummy_30s_male_03","PP-DUMMY-30M03-003"
"2026/06/18","19800","","","","","日本","支払い","ヨドバシカメラ","PayPay残高","通常","dummy_30s_male_03","PP-DUMMY-30M03-004"
"2026/06/20","1200","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_30s_male_03","PP-DUMMY-30M03-005"
"2026/06/22","5200","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_30s_male_03","PP-DUMMY-30M03-006"
"2026/06/24","6800","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_03","PP-DUMMY-30M03-007"
"2026/06/26","7600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_03","PP-DUMMY-30M03-008"
"2026/06/16","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_03","PP-DUMMY-30M03-017"
"2026/06/18","3600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_03","PP-DUMMY-30M03-018"
"2026/06/15","4200","","","","","日本","支払い","ニトリ","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-001"
"2026/06/17","5600","","","","","日本","支払い","スポーツデポ","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-002"
"2026/06/19","19800","","","","","日本","支払い","ヨドバシカメラ","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-003"
"2026/06/21","1200","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-004"
"2026/06/23","5200","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-005"
"2026/06/25","6800","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-006"
"2026/06/27","7600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-007"
"2026/06/17","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-016"
"2026/06/19","3600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-017"
"2026/06/21","5200","","","","","日本","支払い","イトーヨーカドー","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-018"
"2026/06/23","1460","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-019"
"2026/06/25","1200","","","","","日本","支払い","大戸屋","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-020"
"2026/06/27","4200","","","","","日本","支払い","ニトリ","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-021"
"2026/06/01","5600","","","","","日本","支払い","スポーツデポ","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-022"
"2026/06/03","19800","","","","","日本","支払い","ヨドバシカメラ","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-023"
"2026/06/05","1200","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-024"
"2026/06/07","5200","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_30s_male_04","PP-DUMMY-30M04-025"
"2026/06/18","5600","","","","","日本","支払い","スポーツデポ","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-001"
"2026/06/20","19800","","","","","日本","支払い","ヨドバシカメラ","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-002"
"2026/06/22","1200","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-003"
"2026/06/24","5200","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-004"
"2026/06/26","6800","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-005"
"2026/06/28","7600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-006"
"2026/06/18","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-015"
"2026/06/20","3600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-016"
"2026/06/22","5200","","","","","日本","支払い","イトーヨーカドー","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-017"
"2026/06/24","1460","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-018"
"2026/06/26","1200","","","","","日本","支払い","大戸屋","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-019"
"2026/06/28","4200","","","","","日本","支払い","ニトリ","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-020"
"2026/06/02","5600","","","","","日本","支払い","スポーツデポ","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-021"
"2026/06/04","19800","","","","","日本","支払い","ヨドバシカメラ","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-022"
"2026/06/06","1200","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-023"
"2026/06/08","5200","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-024"
"2026/06/10","6800","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-025"
"2026/06/12","7600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_05","PP-DUMMY-30M05-026"
"2026/06/21","19800","","","","","日本","支払い","ヨドバシカメラ","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-001"
"2026/06/23","1200","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-002"
"2026/06/25","5200","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-003"
"2026/06/27","6800","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-004"
"2026/06/01","7600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-005"
"2026/06/19","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-014"
"2026/06/21","3600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-015"
"2026/06/23","5200","","","","","日本","支払い","イトーヨーカドー","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-016"
"2026/06/25","1460","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-017"
"2026/06/27","1200","","","","","日本","支払い","大戸屋","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-018"
"2026/06/01","4200","","","","","日本","支払い","ニトリ","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-019"
"2026/06/03","5600","","","","","日本","支払い","スポーツデポ","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-020"
"2026/06/05","19800","","","","","日本","支払い","ヨドバシカメラ","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-021"
"2026/06/07","1200","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-022"
"2026/06/09","5200","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-023"
"2026/06/11","6800","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_06","PP-DUMMY-30M06-024"
"2026/06/24","1200","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-001"
"2026/06/26","5200","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-002"
"2026/06/28","6800","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-003"
"2026/06/02","7600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-004"
"2026/06/20","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-013"
"2026/06/22","3600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-014"
"2026/06/24","5200","","","","","日本","支払い","イトーヨーカドー","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-015"
"2026/06/26","1460","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-016"
"2026/06/28","1200","","","","","日本","支払い","大戸屋","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-017"
"2026/06/02","4200","","","","","日本","支払い","ニトリ","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-018"
"2026/06/04","5600","","","","","日本","支払い","スポーツデポ","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-019"
"2026/06/06","19800","","","","","日本","支払い","ヨドバシカメラ","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-020"
"2026/06/08","1200","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-021"
"2026/06/10","5200","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-022"
"2026/06/12","6800","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-023"
"2026/06/14","7600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_07","PP-DUMMY-30M07-024"
"2026/06/27","5200","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_30s_male_08","PP-DUMMY-30M08-001"
"2026/06/01","6800","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_08","PP-DUMMY-30M08-002"
"2026/06/03","7600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_08","PP-DUMMY-30M08-003"
"2026/06/21","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_08","PP-DUMMY-30M08-012"
"2026/06/23","3600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_08","PP-DUMMY-30M08-013"
"2026/06/25","5200","","","","","日本","支払い","イトーヨーカドー","PayPay残高","通常","dummy_30s_male_08","PP-DUMMY-30M08-014"
"2026/06/27","1460","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_30s_male_08","PP-DUMMY-30M08-015"
"2026/06/01","1200","","","","","日本","支払い","大戸屋","PayPay残高","通常","dummy_30s_male_08","PP-DUMMY-30M08-016"
"2026/06/03","4200","","","","","日本","支払い","ニトリ","PayPay残高","通常","dummy_30s_male_08","PP-DUMMY-30M08-017"
"2026/06/05","5600","","","","","日本","支払い","スポーツデポ","PayPay残高","通常","dummy_30s_male_08","PP-DUMMY-30M08-018"
"2026/06/07","19800","","","","","日本","支払い","ヨドバシカメラ","PayPay残高","通常","dummy_30s_male_08","PP-DUMMY-30M08-019"
"2026/06/09","1200","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_30s_male_08","PP-DUMMY-30M08-020"
"2026/06/11","5200","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_30s_male_08","PP-DUMMY-30M08-021"
"2026/06/13","6800","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_30s_male_08","PP-DUMMY-30M08-022"
"2026/06/15","7600","","","","","日本","支払い","ENEOS","PayPay残高","通常","dummy_30s_male_08","PP-DUMMY-30M08-023"
